group,ID,perspective_fed_indian,perspective_fed_german,vaccinated,party,migration_background,run1_exp8,cash,doses,run2_exp8,exp7_money2,exp7_doses2,vignr,round,exp7_money1,exp7_doses1,trading_importance,risk,deal,id,others_number,others_giving,others_average,risk_factor,trading_factor,others_number_norm,others_giving_norm,cash_billions,cash_billions_log,solidarity_behaviour,solidarity_attitude,treatment_video,c_0031_w1,c_0031_w2,c_0031_w3,c_0032_w1,c_0032_w2,vignette3,vignette4,vignette5,vignette6,vignette1,vignette2,vignette3_w4,vignette4_w4,conjoint_choice1_exp3,conjoint_rating1_exp3,conjoint_rating2_exp3,conjoint_choice2_exp3,conjoint_rating3_exp3,conjoint_rating4_exp3,conjoint_choice3_exp3,conjoint_rating5_exp3,conjoint_rating6_exp3,conjoint_choice1_exp7,conjoint_rating1_exp7,conjoint_rating2_exp7,conjoint_choice2_exp7,conjoint_rating3_exp7,conjoint_rating4_exp7
4,5684175329400,7,7,1,Other,1,12,0.003,4,5,NA,NA,5,2,0.002,4,-0.49966745843230403,-0.49966745843230403,40 give 40 bn,5684175329400,4,4,1,Low,Low,1.598669833729216,1.5982897862232779,3,1.3862943611198906,1,1,1,NA,40,NA,NA,3,36,104,2,150,NA,NA,NA,NA,1,10,3,1,8,0,1,10,2,NA,NA,NA,NA,NA,NA
4,5684307298065,1,7,1,No party,0,15,0.007,50,20,NA,NA,20,2,0.003,100,0.500332541567696,0.500332541567696,40 give 40 bn,5684307298065,4,4,1,High,High,1.598669833729216,1.5982897862232779,7,2.0794415416798357,0.4,0,0,NA,151,NA,NA,180,179,168,92,33,NA,NA,NA,NA,2,4,6,2,5,6,2,4,5,NA,NA,NA,NA,NA,NA
4,5684423246955,3,7,1,No party,0,3,5e-4,1,1,NA,NA,1,2,5e-4,1,-0.49966745843230403,-0.49966745843230403,No deal,5684423246955,0,0,0,Low,Low,-2.401330166270784,-2.401710213776722,0.5,0.4054651081081644,0,0,1,NA,192,NA,NA,150,106,96,152,15,NA,NA,NA,NA,2,5,5,1,5,5,2,5,5,NA,NA,NA,NA,NA,NA
4,5684491769400,3,4,1,Left,1,18,5e-4,130,11,NA,NA,11,2,5e-4,130,0.500332541567696,-0.49966745843230403,No deal,5684491769400,0,0,0,Low,High,-2.401330166270784,-2.401710213776722,0.5,0.4054651081081644,1,0,0,NA,66,NA,NA,32,88,186,55,165,NA,NA,NA,NA,1,10,5,1,5,3,2,5,7,NA,NA,NA,NA,NA,NA
4,5684539288140,7,7,1,Greens,1,3,0.001,1,9,NA,NA,9,2,0.001,1,-0.49966745843230403,0.500332541567696,20 give 40 bn,5684539288140,2,4,2,High,Low,-0.401330166270784,1.5982897862232779,1,0.6931471805599453,0.6,1,0,NA,30,NA,NA,71,109,155,24,64,NA,NA,NA,NA,2,10,10,2,10,10,2,10,10,NA,NA,NA,NA,NA,NA
4,5684718551400,4,4,0,Greens,0,17,0,0,11,NA,NA,11,2,0,0,0.500332541567696,-0.49966745843230403,No deal,5684718551400,0,0,0,Low,High,-2.401330166270784,-2.401710213776722,0,0,1,0,1,NA,162,NA,NA,181,24,163,130,12,NA,NA,NA,NA,1,0,0,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA
4,5684792466510,7,5,1,CDU.CSU,1,16,6e-4,50,11,NA,NA,11,2,0.001,100,0.500332541567696,-0.49966745843230403,No deal,5684792466510,0,0,0,Low,High,-2.401330166270784,-2.401710213776722,0.6,0.47000362924573563,0.4,1,0,NA,165,NA,NA,171,102,6,178,23,NA,NA,NA,NA,1,8,6,1,8,6,1,9,6,NA,NA,NA,NA,NA,NA
4,5684975751195,4,5,1,Greens,0,16,0.001,130,14,NA,NA,14,2,5e-4,130,0.500332541567696,-0.49966745843230403,20 give 40 bn,5684975751195,2,4,2,Low,High,-0.401330166270784,1.5982897862232779,1,0.6931471805599453,1,1,0,NA,93,NA,NA,136,116,170,134,152,NA,NA,NA,NA,1,7,5,2,6,7,1,7,6,NA,NA,NA,NA,NA,NA
4,5685164257140,2,6,1,Greens,0,19,0.002,130,7,NA,NA,7,2,0.002,130,-0.49966745843230403,0.500332541567696,20 give 20 bn,5685164257140,2,2,1,High,Low,-0.401330166270784,-0.4017102137767221,2,1.0986122886681098,1,1,0,NA,124,NA,NA,158,146,139,32,109,NA,NA,NA,NA,1,10,6,2,6,8,2,6,8,NA,NA,NA,NA,NA,NA
4,5685185326770,7,1,0,No party,1,14,0.002,1,18,NA,NA,18,2,0.001,1,0.500332541567696,0.500332541567696,40 give 20b,5685185326770,4,2,0.5,High,High,1.598669833729216,-0.4017102137767221,2,1.0986122886681098,1,1,1,NA,76,NA,NA,31,153,129,168,55,NA,NA,NA,NA,2,4,7,2,5,6,1,8,4,NA,NA,NA,NA,NA,NA
5,5685231474270,7,7,1,No party,0,8,0.04,50,4,NA,NA,4,2,0.05,60,-0.49966745843230403,-0.49966745843230403,20 give 40 bn,5685231474270,2,4,2,Low,Low,-0.401330166270784,1.5982897862232779,40,3.713572066704308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5685278953455,4,7,1,Left,0,12,0.001,2,1,NA,NA,1,2,0.001,2,-0.49966745843230403,-0.49966745843230403,No deal,5685278953455,0,0,0,Low,Low,-2.401330166270784,-2.401710213776722,1,0.6931471805599453,0,1,0,NA,67,NA,NA,55,174,12,154,117,NA,NA,NA,NA,2,2,10,2,2,10,1,10,3,NA,NA,NA,NA,NA,NA
4,5685290859510,1,7,1,Greens,0,12,0.0035,130,17,NA,NA,17,2,0.0035,130,0.500332541567696,0.500332541567696,20 give 20 bn,5685290859510,2,2,1,High,High,-0.401330166270784,-0.4017102137767221,3.5,1.5040773967762742,0,1,0,NA,163,NA,NA,91,22,60,36,1,NA,NA,NA,NA,1,9,9,2,10,10,1,10,10,NA,NA,NA,NA,NA,NA
4,5685311902770,4,6,1,No party,0,12,0.001,30,1,NA,NA,1,2,0.001,30,-0.49966745843230403,-0.49966745843230403,No deal,5685311902770,0,0,0,Low,Low,-2.401330166270784,-2.401710213776722,1,0.6931471805599453,1,0,1,NA,30,NA,NA,133,157,29,51,161,NA,NA,NA,NA,1,8,2,2,3,7,2,2,8,NA,NA,NA,NA,NA,NA
4,5685315911010,2,6,1,No party,0,1,0.03,100,11,NA,NA,11,2,0.025,100,0.500332541567696,-0.49966745843230403,No deal,5685315911010,0,0,0,Low,High,-2.401330166270784,-2.401710213776722,30,3.4339872044851463,0,0,0,NA,35,NA,NA,105,85,15,127,152,NA,NA,NA,NA,1,8,4,2,3,7,2,3,7,NA,NA,NA,NA,NA,NA
4,5685445163565,7,5,1,No party,0,1,0.001,20,12,NA,NA,12,2,0.001,20,0.500332541567696,-0.49966745843230403,20 give 20 bn,5685445163565,2,2,1,Low,High,-0.401330166270784,-0.4017102137767221,1,0.6931471805599453,0.4,1,0,NA,98,NA,NA,125,40,129,37,187,NA,NA,NA,NA,1,8,5,1,7,5,1,7,5,NA,NA,NA,NA,NA,NA
4,5685451690140,7,1,0,AFD,0,7,0.001,200,2,NA,NA,2,2,0.001,200,-0.49966745843230403,-0.49966745843230403,20 give 20 bn,5685451690140,2,2,1,Low,Low,-0.401330166270784,-0.4017102137767221,1,0.6931471805599453,0.4,0,0,NA,4,NA,NA,192,37,17,70,41,NA,NA,NA,NA,2,10,10,2,5,5,1,5,5,NA,NA,NA,NA,NA,NA
4,5685495161085,2,7,0,AFD,0,16,0,0,15,NA,NA,15,2,0,0,0.500332541567696,-0.49966745843230403,40 give 40 bn,5685495161085,4,4,1,Low,High,1.598669833729216,1.5982897862232779,0,0,0,0,0,NA,43,NA,NA,31,18,90,24,88,NA,NA,NA,NA,2,10,10,1,10,2,1,7,3,NA,NA,NA,NA,NA,NA
4,5685532105455,7,1,1,Greens,0,11,0.001,130,8,NA,NA,8,2,1e-4,130,-0.49966745843230403,0.500332541567696,40 give 20b,5685532105455,4,2,0.5,High,Low,1.598669833729216,-0.4017102137767221,1,0.6931471805599453,0.6,1,1,NA,101,NA,NA,54,47,98,31,72,NA,NA,NA,NA,1,10,5,1,10,5,2,5,10,NA,NA,NA,NA,NA,NA
4,5685568983900,4,7,1,SPD,0,13,8e-5,100,12,NA,NA,12,2,5e-5,100,0.500332541567696,-0.49966745843230403,20 give 20 bn,5685568983900,2,2,1,Low,High,-0.401330166270784,-0.4017102137767221,0.08,0.0769610411361284,1,0,1,NA,107,NA,NA,88,191,181,141,41,NA,NA,NA,NA,1,5,5,1,5,5,2,5,5,NA,NA,NA,NA,NA,NA
4,5685782620455,1,7,1,SPD,1,1,0.001,5,2,NA,NA,2,2,0.001,5,-0.49966745843230403,-0.49966745843230403,20 give 20 bn,5685782620455,2,2,1,Low,Low,-0.401330166270784,-0.4017102137767221,1,0.6931471805599453,0.4,0,0,NA,7,NA,NA,70,24,151,52,181,NA,NA,NA,NA,2,5,10,1,5,5,2,5,8,NA,NA,NA,NA,NA,NA
4,5685864354270,1,7,0,AFD,0,4,0,0,7,NA,NA,7,2,0,0,-0.49966745843230403,0.500332541567696,20 give 20 bn,5685864354270,2,2,1,High,Low,-0.401330166270784,-0.4017102137767221,0,0,1,0,1,NA,102,NA,NA,171,165,109,178,148,NA,NA,NA,NA,1,0,0,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA
4,5686062102900,3,4,1,CDU.CSU,0,3,0.002,120,19,NA,NA,19,2,5e-4,120,0.500332541567696,0.500332541567696,20 give 40 bn,5686062102900,2,4,2,High,High,-0.401330166270784,1.5982897862232779,2,1.0986122886681098,0.4,0,1,NA,20,NA,NA,29,82,71,10,166,NA,NA,NA,NA,1,8,5,2,5,8,1,8,2,NA,NA,NA,NA,NA,NA
4,5686063500510,1,7,1,CDU.CSU,1,8,0.004,12,17,NA,NA,17,2,0.004,12,0.500332541567696,0.500332541567696,20 give 20 bn,5686063500510,2,2,1,High,High,-0.401330166270784,-0.4017102137767221,4,1.6094379124341003,0,1,0,NA,157,NA,NA,158,108,182,120,152,NA,NA,NA,NA,2,4,4,2,3,3,1,5,2,NA,NA,NA,NA,NA,NA
4,5686101763380,6,6,1,SPD,0,5,0.06,80,3,NA,NA,3,2,0.05,60,-0.49966745843230403,-0.49966745843230403,40 give 20b,5686101763380,4,2,0.5,Low,Low,1.598669833729216,-0.4017102137767221,60,4.110873864173311,1,1,1,NA,182,NA,NA,13,20,176,175,156,NA,NA,NA,NA,2,5,5,1,3,3,1,5,5,NA,NA,NA,NA,NA,NA
4,5686121488140,6,3,1,No party,0,2,0.007,150,19,NA,NA,19,2,0.003,100,0.500332541567696,0.500332541567696,20 give 40 bn,5686121488140,2,4,2,High,High,-0.401330166270784,1.5982897862232779,7,2.0794415416798357,1,1,0,NA,189,NA,NA,67,101,113,112,174,NA,NA,NA,NA,2,3,6,2,0,7,2,5,8,NA,NA,NA,NA,NA,NA
4,5686159737825,5,7,1,SPD,0,20,0.002,4,14,NA,NA,14,2,0.001,5,0.500332541567696,-0.49966745843230403,20 give 40 bn,5686159737825,2,4,2,Low,High,-0.401330166270784,1.5982897862232779,2,1.0986122886681098,0,0,1,NA,90,NA,NA,7,142,70,34,93,NA,NA,NA,NA,1,6,4,2,5,8,1,8,3,NA,NA,NA,NA,NA,NA
4,5686200624510,7,1,1,Left,0,11,0.004,200,12,NA,NA,12,2,0.004,200,0.500332541567696,-0.49966745843230403,20 give 20 bn,5686200624510,2,2,1,Low,High,-0.401330166270784,-0.4017102137767221,4,1.6094379124341003,0.2,1,1,NA,58,NA,NA,10,97,57,31,49,NA,NA,NA,NA,2,5,8,2,7,9,1,9,7,NA,NA,NA,NA,NA,NA
4,5686402394565,4,5,1,No party,0,7,5e-4,130,6,NA,NA,6,2,0.001,150,-0.49966745843230403,0.500332541567696,No deal,5686402394565,0,0,0,High,Low,-2.401330166270784,-2.401710213776722,0.5,0.4054651081081644,0.6,1,0,NA,141,NA,NA,7,24,17,34,151,NA,NA,NA,NA,1,7,7,1,8,8,2,8,8,NA,NA,NA,NA,NA,NA
4,5686426035270,6,4,1,No party,0,13,1e-4,130,15,NA,NA,15,2,1e-4,130,0.500332541567696,-0.49966745843230403,40 give 40 bn,5686426035270,4,4,1,Low,High,1.598669833729216,1.5982897862232779,0.1,0.09531017980432493,0,1,1,NA,32,NA,NA,88,66,165,84,23,NA,NA,NA,NA,1,8,5,1,8,5,2,5,8,NA,NA,NA,NA,NA,NA
4,5686445878695,1,7,0,Greens,0,1,0.001,100,13,NA,NA,13,2,0.001,100,0.500332541567696,-0.49966745843230403,40 give 20b,5686445878695,4,2,0.5,Low,High,1.598669833729216,-0.4017102137767221,1,0.6931471805599453,1,1,0,NA,113,NA,NA,7,109,130,180,179,NA,NA,NA,NA,1,10,10,2,10,10,2,10,10,NA,NA,NA,NA,NA,NA
5,5686455042270,3,7,1,Other,0,19,0.001,100,17,NA,NA,17,2,0.001,100,0.500332541567696,0.500332541567696,20 give 20 bn,5686455042270,2,2,1,High,High,-0.401330166270784,-0.4017102137767221,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5686564517325,4,6,1,SPD,0,5,0.01,130,16,NA,NA,16,2,0.005,130,0.500332541567696,0.500332541567696,No deal,5686564517325,0,0,0,High,High,-2.401330166270784,-2.401710213776722,10,2.3978952727983707,0.6,1,1,NA,15,NA,NA,150,7,96,185,106,NA,NA,NA,NA,2,3,7,2,3,9,2,4,8,NA,NA,NA,NA,NA,NA
4,5686702946640,4,7,1,CDU.CSU,0,19,0.001,10,7,NA,NA,7,2,0.0015,10,-0.49966745843230403,0.500332541567696,20 give 20 bn,5686702946640,2,2,1,High,Low,-0.401330166270784,-0.4017102137767221,1,0.6931471805599453,0.4,0,1,NA,176,NA,NA,88,16,187,25,24,NA,NA,NA,NA,1,7,6,1,4,4,2,4,9,NA,NA,NA,NA,NA,NA
4,5686850565900,7,4,1,Left,1,2,0.004,200,18,NA,NA,18,2,0.001,0,0.500332541567696,0.500332541567696,40 give 20b,5686850565900,4,2,0.5,High,High,1.598669833729216,-0.4017102137767221,4,1.6094379124341003,0,1,0,NA,171,NA,NA,178,23,6,174,112,NA,NA,NA,NA,2,1,10,2,0,10,1,9,0,NA,NA,NA,NA,NA,NA
4,5686857158400,7,1,0,No party,1,6,0,0,17,NA,NA,17,2,0,0,0.500332541567696,0.500332541567696,20 give 20 bn,5686857158400,2,2,1,High,High,-0.401330166270784,-0.4017102137767221,0,0,0,0,0,NA,28,NA,NA,173,142,55,74,176,NA,NA,NA,NA,2,0,10,1,10,0,2,0,10,NA,NA,NA,NA,NA,NA
4,5686874404380,5,3,1,No party,0,20,5e-4,20,14,NA,NA,14,2,0.001,10,0.500332541567696,-0.49966745843230403,20 give 40 bn,5686874404380,2,4,2,Low,High,-0.401330166270784,1.5982897862232779,0.5,0.4054651081081644,1,1,1,NA,97,NA,NA,68,10,49,58,57,NA,NA,NA,NA,2,3,5,2,4,7,2,5,5,NA,NA,NA,NA,NA,NA
5,5686890160455,3,6,0,CDU.CSU,0,16,0.05,200,18,NA,NA,18,2,0.07,200,0.500332541567696,0.500332541567696,40 give 20b,5686890160455,4,2,0.5,High,High,1.598669833729216,-0.4017102137767221,50,3.9318256327243257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5686986463695,2,7,1,CDU.CSU,0,4,0.002,100,18,NA,NA,18,2,0.005,100,0.500332541567696,0.500332541567696,40 give 20b,5686986463695,4,2,0.5,High,High,1.598669833729216,-0.4017102137767221,2,1.0986122886681098,0.8,1,0,NA,86,NA,NA,164,112,28,12,168,NA,NA,NA,NA,1,10,5,2,5,5,1,5,5,NA,NA,NA,NA,NA,NA
4,5687043080085,4,6,1,FDP,0,4,0.001,100,5,NA,NA,5,2,0.002,100,-0.49966745843230403,-0.49966745843230403,40 give 40 bn,5687043080085,4,4,1,Low,Low,1.598669833729216,1.5982897862232779,1,0.6931471805599453,0.2,1,0,NA,189,NA,NA,173,131,13,160,159,NA,NA,NA,NA,1,10,0,1,10,0,1,10,9,NA,NA,NA,NA,NA,NA
4,5687053707195,5,3,1,Left,1,19,0.02,20,6,NA,NA,6,2,0.05,50,-0.49966745843230403,0.500332541567696,No deal,5687053707195,0,0,0,High,Low,-2.401330166270784,-2.401710213776722,20,3.044522437723423,0,0,1,NA,80,NA,NA,155,18,141,189,191,NA,NA,NA,NA,2,5,5,1,5,5,1,5,5,NA,NA,NA,NA,NA,NA
4,5687217135270,3,7,1,Greens,0,7,0.001,150,9,NA,NA,9,2,0.001,150,-0.49966745843230403,0.500332541567696,20 give 40 bn,5687217135270,2,4,2,High,Low,-0.401330166270784,1.5982897862232779,1,0.6931471805599453,1,1,0,NA,60,NA,NA,182,13,67,130,108,NA,NA,NA,NA,2,5,5,1,7,4,1,7,4,NA,NA,NA,NA,NA,NA
5,5687219772270,4,3,1,CDU.CSU,0,1,0.002,160,11,NA,NA,11,2,0.001,160,0.500332541567696,-0.49966745843230403,No deal,5687219772270,0,0,0,Low,High,-2.401330166270784,-2.401710213776722,2,1.0986122886681098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5687244902880,6,2,1,Left,0,17,0.0035,150,12,NA,NA,12,2,0.0035,150,0.500332541567696,-0.49966745843230403,20 give 20 bn,5687244902880,2,2,1,Low,High,-0.401330166270784,-0.4017102137767221,3.5,1.5040773967762742,1,1,0,NA,125,NA,NA,83,38,40,68,187,NA,NA,NA,NA,1,10,5,1,8,5,2,4,7,NA,NA,NA,NA,NA,NA
4,5687275228380,1,7,1,FDP,0,15,0.001,200,17,NA,NA,17,2,0.001,200,0.500332541567696,0.500332541567696,20 give 20 bn,5687275228380,2,2,1,High,High,-0.401330166270784,-0.4017102137767221,1,0.6931471805599453,1,1,0,NA,151,NA,NA,179,53,180,33,168,NA,NA,NA,NA,2,8,10,2,8,10,2,8,10,NA,NA,NA,NA,NA,NA
5,5687396490825,4,4,1,FDP,0,9,0.002,100,15,NA,NA,15,2,0.002,100,0.500332541567696,-0.49966745843230403,40 give 40 bn,5687396490825,4,4,1,Low,High,1.598669833729216,1.5982897862232779,2,1.0986122886681098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5687552047455,4,7,1,No party,1,12,0.0025,100,19,NA,NA,19,2,0.0015,50,0.500332541567696,0.500332541567696,20 give 40 bn,5687552047455,2,4,2,High,High,-0.401330166270784,1.5982897862232779,2.5,1.252762968495368,0,0,0,NA,152,NA,NA,61,1,54,84,170,NA,NA,NA,NA,1,8,4,2,5,5,1,5,5,NA,NA,NA,NA,NA,NA
4,5687577178065,4,4,1,CDU.CSU,0,20,0.003,130,2,NA,NA,2,2,0.005,130,-0.49966745843230403,-0.49966745843230403,20 give 20 bn,5687577178065,2,2,1,Low,Low,-0.401330166270784,-0.4017102137767221,3,1.3862943611198906,0.4,1,0,NA,1,NA,NA,103,73,39,42,162,NA,NA,NA,NA,1,5,5,2,5,5,2,5,5,NA,NA,NA,NA,NA,NA
4,5687720815455,2,7,0,CDU.CSU,1,19,0.001,200,11,NA,NA,11,2,0.001,200,0.500332541567696,-0.49966745843230403,No deal,5687720815455,0,0,0,Low,High,-2.401330166270784,-2.401710213776722,1,0.6931471805599453,0.2,0,1,NA,94,NA,NA,153,82,70,108,148,NA,NA,NA,NA,2,5,7,2,4,8,1,7,2,NA,NA,NA,NA,NA,NA
4,5687764312770,2,6,1,CDU.CSU,0,16,0.002,130,14,NA,NA,14,2,0.002,130,0.500332541567696,-0.49966745843230403,20 give 40 bn,5687764312770,2,4,2,Low,High,-0.401330166270784,1.5982897862232779,2,1.0986122886681098,1,1,1,NA,106,NA,NA,42,103,115,155,189,NA,NA,NA,NA,1,9,4,2,4,6,1,6,4,NA,NA,NA,NA,NA,NA
4,5687773542270,2,7,1,CDU.CSU,0,5,1e-4,100,10,NA,NA,10,2,0,100,-0.49966745843230403,0.500332541567696,40 give 40 bn,5687773542270,4,4,1,High,Low,1.598669833729216,1.5982897862232779,0.1,0.09531017980432493,0,0,0,NA,55,NA,NA,114,165,188,75,191,NA,NA,NA,NA,1,7,6,1,5,4,1,3,2,NA,NA,NA,NA,NA,NA
4,5687853997140,5,3,1,CDU.CSU,0,19,0.001,20,3,NA,NA,3,2,0.002,10,-0.49966745843230403,-0.49966745843230403,40 give 20b,5687853997140,4,2,0.5,Low,Low,1.598669833729216,-0.4017102137767221,1,0.6931471805599453,0.4,1,1,NA,75,NA,NA,25,144,140,68,184,NA,NA,NA,NA,2,6,8,1,8,6,1,7,5,NA,NA,NA,NA,NA,NA
5,5687971356825,1,6,1,Left,0,19,0.009,100,8,NA,NA,8,2,0.007,50,-0.49966745843230403,0.500332541567696,40 give 20b,5687971356825,4,2,0.5,High,Low,1.598669833729216,-0.4017102137767221,9,2.302585092994046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5687975272770,7,2,1,No party,0,12,0.002,100,7,NA,NA,7,2,5e-4,50,-0.49966745843230403,0.500332541567696,20 give 20 bn,5687975272770,2,2,1,High,Low,-0.401330166270784,-0.4017102137767221,2,1.0986122886681098,1,1,1,NA,122,NA,NA,178,31,111,93,113,NA,NA,NA,NA,2,10,10,1,10,10,1,10,10,NA,NA,NA,NA,NA,NA
4,5688136182510,6,2,1,Greens,1,14,0.02,50,3,NA,NA,3,2,0.03,50,-0.49966745843230403,-0.49966745843230403,40 give 20b,5688136182510,4,2,0.5,Low,Low,1.598669833729216,-0.4017102137767221,20,3.044522437723423,0,1,1,NA,122,NA,NA,44,137,110,155,121,NA,NA,NA,NA,1,10,5,1,8,6,2,5,8,NA,NA,NA,NA,NA,NA
4,5688200775825,6,5,1,SPD,1,4,0.005,80,7,NA,NA,7,2,0.005,80,-0.49966745843230403,0.500332541567696,20 give 20 bn,5688200775825,2,2,1,High,Low,-0.401330166270784,-0.4017102137767221,5,1.791759469228055,1,1,0,NA,156,NA,NA,188,47,145,86,103,NA,NA,NA,NA,2,5,5,1,5,5,1,5,5,NA,NA,NA,NA,NA,NA
4,5688203360085,3,6,1,CDU.CSU,0,16,0.01,30,5,NA,NA,5,2,0.01,50,-0.49966745843230403,-0.49966745843230403,40 give 40 bn,5688203360085,4,4,1,Low,Low,1.598669833729216,1.5982897862232779,10,2.3978952727983707,0.8,1,1,NA,81,NA,NA,79,131,67,33,25,NA,NA,NA,NA,1,8,2,1,5,3,1,8,3,NA,NA,NA,NA,NA,NA
4,5688246910140,6,4,1,No party,1,18,0,0,11,NA,NA,11,2,0.001,50,0.500332541567696,-0.49966745843230403,No deal,5688246910140,0,0,0,Low,High,-2.401330166270784,-2.401710213776722,0,0,0,0,0,NA,131,NA,NA,175,132,47,103,32,NA,NA,NA,NA,1,6,5,1,7,5,1,7,3,NA,NA,NA,NA,NA,NA
4,5688589693770,4,6,1,FDP,1,2,0.002,2,4,NA,NA,4,2,0.002,2,-0.49966745843230403,-0.49966745843230403,20 give 40 bn,5688589693770,2,4,2,Low,Low,-0.401330166270784,1.5982897862232779,2,1.0986122886681098,0,0,0,NA,139,NA,NA,167,158,155,28,166,NA,NA,NA,NA,2,6,8,2,6,8,1,8,5,NA,NA,NA,NA,NA,NA
4,5688605594880,7,7,1,No party,0,19,0,100,11,NA,NA,11,2,0,100,0.500332541567696,-0.49966745843230403,No deal,5688605594880,0,0,0,Low,High,-2.401330166270784,-2.401710213776722,0,0,0.4,0,0,NA,6,NA,NA,135,67,112,23,177,NA,NA,NA,NA,1,5,0,1,5,0,1,5,0,NA,NA,NA,NA,NA,NA
4,5688693908010,4,4,1,Greens,1,17,0.002,130,13,NA,NA,13,2,0.001,100,0.500332541567696,-0.49966745843230403,40 give 20b,5688693908010,4,2,0.5,Low,High,1.598669833729216,-0.4017102137767221,2,1.0986122886681098,1,1,1,NA,190,NA,NA,155,166,158,173,57,NA,NA,NA,NA,1,5,5,1,5,5,2,5,5,NA,NA,NA,NA,NA,NA
4,5688726830955,6,3,1,FDP,0,2,0.05,100,16,NA,NA,16,2,0.05,100,0.500332541567696,0.500332541567696,No deal,5688726830955,0,0,0,High,High,-2.401330166270784,-2.401710213776722,50,3.9318256327243257,0.4,0,1,NA,77,NA,NA,34,4,120,23,26,NA,NA,NA,NA,1,5,5,2,5,5,2,5,5,NA,NA,NA,NA,NA,NA
4,5688920729565,4,4,1,CDU.CSU,0,6,0.001,50,17,NA,NA,17,2,0.001,100,0.500332541567696,0.500332541567696,20 give 20 bn,5688920729565,2,2,1,High,High,-0.401330166270784,-0.4017102137767221,1,0.6931471805599453,0,0,1,NA,29,NA,NA,74,37,192,187,19,NA,NA,NA,NA,1,5,5,1,5,5,2,5,5,NA,NA,NA,NA,NA,NA
4,5689036718010,7,7,1,FDP,0,9,5e-4,200,4,NA,NA,4,2,5e-4,200,-0.49966745843230403,-0.49966745843230403,20 give 40 bn,5689036718010,2,4,2,Low,Low,-0.401330166270784,1.5982897862232779,0.5,0.4054651081081644,0.4,1,1,NA,55,NA,NA,129,151,126,14,99,NA,NA,NA,NA,1,3,1,2,2,3,2,2,4,NA,NA,NA,NA,NA,NA
4,5689068282900,4,6,1,No party,0,15,0.004,130,5,NA,NA,5,2,0.004,100,-0.49966745843230403,-0.49966745843230403,40 give 40 bn,5689068282900,4,4,1,Low,Low,1.598669833729216,1.5982897862232779,4,1.6094379124341003,0.2,0,0,NA,19,NA,NA,152,123,163,127,141,NA,NA,NA,NA,1,5,5,2,4,5,2,5,5,NA,NA,NA,NA,NA,NA
4,5689093387140,5,4,1,CDU.CSU,1,11,0.05,150,8,NA,NA,8,2,0.06,200,-0.49966745843230403,0.500332541567696,40 give 20b,5689093387140,4,2,0.5,High,Low,1.598669833729216,-0.4017102137767221,50,3.9318256327243257,0,0,1,NA,159,NA,NA,112,183,79,144,97,NA,NA,NA,NA,2,5,6,1,5,4,2,5,6,NA,NA,NA,NA,NA,NA
4,5689205486010,6,3,1,FDP,0,7,0.002,20,2,NA,NA,2,2,0.002,20,-0.49966745843230403,-0.49966745843230403,20 give 20 bn,5689205486010,2,2,1,Low,Low,-0.401330166270784,-0.4017102137767221,2,1.0986122886681098,0,1,1,NA,172,NA,NA,82,89,151,9,103,NA,NA,NA,NA,1,6,4,2,6,8,2,5,6,NA,NA,NA,NA,NA,NA
4,5689206791325,5,5,1,CDU.CSU,0,8,0.001,200,18,NA,NA,18,2,0.001,200,0.500332541567696,0.500332541567696,40 give 20b,5689206791325,4,2,0.5,High,High,1.598669833729216,-0.4017102137767221,1,0.6931471805599453,0,0,0,NA,61,NA,NA,5,189,151,53,25,NA,NA,NA,NA,2,0,10,2,4,10,1,10,0,NA,NA,NA,NA,NA,NA
4,5689237130010,4,6,1,CDU.CSU,0,13,1e-4,30,12,NA,NA,12,2,1e-5,100,0.500332541567696,-0.49966745843230403,20 give 20 bn,5689237130010,2,2,1,Low,High,-0.401330166270784,-0.4017102137767221,0.1,0.09531017980432493,1,1,1,NA,69,NA,NA,109,45,56,44,74,NA,NA,NA,NA,1,5,5,1,5,5,1,5,5,NA,NA,NA,NA,NA,NA
